Cod_Instrument,Nume_Instrument,Categorie,Subcategorie,Furnizor,Tara_Origine,Material,Pret_Unitar_EUR,Cantitate,Valoare_Totala_EUR,Data_Achizitie,Garantie_Luni,Data_Expirare_Garantie,Conditie,Stoc_Minim,Rating_Calitate,Autoclavabil,Utilizari_Maxime,Note
ORT-0031,Arc NiTi dreptunghic 0.019x0.025 (10 buc),Ortodontie,Diagnostic,Dentsply Sirona,Germania,Aliaj titan-nichel,38.69,3,116.07,2021-01-16,36,2024-01-01,Nou,3,4.7,Da,1000,Lot special
ORT-0035,Bracket metalic MBT (set 20),Ortodontie,Auxiliar,Ormco,SUA,Otel inoxidabil,202.02,17,3434.34,2022-05-31,36,2025-05-15,Nou,3,3.7,Da,Nelimitat,Verificat la receptie
ORT-0040,Bracket ceramic (set 20),Ortodontie,Profilaxie,Ormco,SUA,Silicon medical,507.57,15,7613.55,2020-11-14,24,2022-11-04,Nou,5,4.1,Da,1,Inlocuieste modelul anterior
PRO-0009,Lingura amprenta superioara M,Prostetica,Tratament,3M Oral Care,SUA,Aluminiu anodizat,44.81,6,268.86,2023-03-10,60,2028-02-12,Nou,5,4.4,Nu,1000,Lot special
STE-0001,Autoclav clasa B Melag 22B,Sterilizare,Tratament,SciCan,Canada,Aluminiu anodizat,6286.73,3,18860.19,2021-04-22,12,2022-04-17,Reconditionat,4,4.0,Nu,500,Necesita calibrare anuala
GEN-0052,Sonda exploratoare nr.23,General,Tratament,Hu-Friedy Europe,Germania,Otel inoxidabil,79.48,7,556.36,2025-03-19,24,2027-03-09,Nou,2,4.4,Da,1,
ORT-0033,Arc NiTi dreptunghic 0.019x0.025 (10 buc),Ortodontie,Sterilizare,Dentsply Sirona,Germania,Aliaj titan-nichel,47.33,4,189.32,2023-12-05,60,2028-11-08,Nou,3,4.4,Da,500,Sterilizabil autoclav
PED-0007,Matrice sectoriala pediatrica (set),Pedodontie,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil,64.88,18,1167.84,2023-04-01,24,2025-03-21,Nou,4,3.9,Da,50,
END-0013,Ace rotative ProTaper Gold (set 6),Endodontie,Chirurgie,Acteon Group,Franta,Aliaj titan-nichel,153.06,16,2448.96,2023-11-10,60,2028-10-14,Nou,4,3.9,Da,1,
GEN-0048,Pensa pentru vata,General,Sterilizare,Kerr Dental,SUA,Otel inoxidabil,49.28,13,640.64,2023-10-08,36,2026-09-22,Nou,4,4.9,Da,200,Recomandat de medic specialist
PAR-0043,Needle holder Castroviejo,Parodontologie,Tratament,Hu-Friedy Europe,Germania,Otel inoxidabil german,184.57,1,184.57,2025-09-08,6,2026-03-07,Nou,5,4.1,Da,500,Recomandat de medic specialist
PAR-0028,Sonda parodontala Williams,Parodontologie,Auxiliar,Acteon Group,Franta,Otel inoxidabil german,87.11,11,958.21,2024-01-17,24,2026-01-06,Nou,5,4.3,Da,1,Lot special
END-0004,Ace K-File 25mm nr.15 (6 buc),Endodontie,Tratament,KaVo Kerr,Germania,Aliaj titan-nichel,26.05,9,234.45,2023-07-14,36,2026-06-28,Nou,3,4.0,Da,50,Verificat la receptie
PRO-0039,Freza ceramica (set 10),Prostetica,Diagnostic,GC Europe,Belgia,Carbon,101.78,3,305.34,2020-03-05,12,2021-02-28,Nou,4,4.5,Da,1000,
IMP-0029,Formator os rotund,Implantologie,Tratament,Straumann Group,Elvetia,Titan,82.39,5,411.95,2025-09-23,36,2028-09-07,Nou,2,4.4,Nu,1000,Sterilizabil autoclav
ORT-0050,Cleste distal end cutter,Ortodontie,Auxiliar,American Orthodontics,SUA,Carbon,213.76,10,2137.6,2024-05-24,12,2025-05-19,Nou,1,4.0,Da,Nelimitat,Sterilizabil autoclav
IMP-0032,Formator os rotund,Implantologie,Sterilizare,Straumann Group,Elvetia,Titan,140.61,8,1124.88,2023-04-11,6,2023-10-08,Nou,5,3.9,Nu,500,Livrare urgenta
ORT-0043,Banda molar cu tub (set 4),Ortodontie,Auxiliar,3M Oral Care,SUA,Otel inoxidabil,71.33,5,356.65,2022-08-25,6,2023-02-21,Nou,2,3.8,Da,50,
CHI-0069,Trusa extractie completa (20 piese),Chirurgie Orala,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil german,3115.57,9,28040.13,2020-12-14,36,2023-11-29,Nou,2,4.6,Da,200,Livrare urgenta
PAR-0025,Varf ultrasonic paro TFI-10,Parodontologie,Diagnostic,Hu-Friedy Europe,Germania,Aliaj titan-nichel,71.4,14,999.6,2023-02-17,60,2028-01-22,Nou,2,4.4,Da,200,Verificat la receptie
STE-0016,Baie ultrasunet Biosonic UC300,Sterilizare,Diagnostic,SciCan,Canada,Aluminiu anodizat,1591.45,4,6365.8,2024-04-20,36,2027-04-05,Nou,4,4.2,Da,500,
GEN-0033,Chiureta universala Columbia,General,Chirurgie,Henry Schein Dental,SUA,Otel inoxidabil german,140.86,4,563.44,2024-04-15,6,2024-10-12,Nou,2,3.8,Da,Nelimitat,Livrare urgenta
PRO-0056,Pana interdentara lemn (100 buc),Prostetica,Chirurgie,Kerr Dental,SUA,Silicon medical,18.78,3,56.34,2025-01-31,24,2027-01-21,Nou,3,3.9,Da,200,
PED-0031,Deschizator buze pediatric,Pedodontie,Profilaxie,GC Europe,Belgia,Plastic autoclavabil,27.14,19,515.66,2020-02-16,24,2022-02-05,Nou,2,3.6,Da,50,
PED-0015,Cleste extractie 151S pediatric,Pedodontie,Sterilizare,Kerr Dental,SUA,Otel inoxidabil german,147.51,2,295.02,2020-06-08,12,2021-06-03,Nou,4,4.3,Da,100,
PAR-0045,Electrobisturiu periochirurgie,Parodontologie,Tratament,Hu-Friedy Europe,Germania,Aliaj titan-nichel,2114.21,17,35941.57,2020-02-13,12,2021-02-07,Nou,5,4.5,Nu,50,Lot special
END-0007,Ace K-File 25mm nr.15 (6 buc),Endodontie,Diagnostic,NSK Europe,Japonia,Aliaj titan-nichel,23.04,8,184.32,2023-12-28,36,2026-12-12,Nou,3,3.9,Nu,Nelimitat,
PAR-0047,Electrobisturiu periochirurgie,Parodontologie,Auxiliar,Mectron,Italia,Aliaj titan-nichel,1821.23,7,12748.61,2025-10-22,24,2027-10-12,Nou,4,4.8,Da,1,
GEN-0019,Deschizator de gura Molt,General,Chirurgie,GC Europe,Belgia,Otel inoxidabil german,96.04,4,384.16,2022-10-15,12,2023-10-10,Nou,4,3.7,Nu,50,
GEN-0049,Pensa pentru vata,General,Profilaxie,Densply Romania,Romania,Otel inoxidabil,53.22,1,53.22,2020-12-09,36,2023-11-24,Nou,4,3.8,Da,50,Verificat la receptie
STE-0067,Masca chirurgicala tip IIR (50 buc),Sterilizare,Auxiliar,SciCan,Canada,Silicon medical,21.08,1,21.08,2021-12-04,36,2024-11-18,Nou,4,4.8,Nu,100,Recomandat de medic specialist
IMP-0040,Membrane colagenica resorbabila,Implantologie,Diagnostic,Zimmer Biomet,SUA,Silicon medical,252.53,11,2777.83,2021-06-18,60,2026-05-23,Nou,3,4.8,Da,1000,
END-0050,Lupе binoculare 3.5x,Endodontie,Diagnostic,NSK Europe,Japonia,Aluminiu anodizat,1147.74,15,17216.1,2021-04-27,36,2024-04-11,Nou,5,4.4,Nu,50,Recomandat de medic specialist
PRO-0046,Spatula composite Goldstein,Prostetica,Diagnostic,Dentsply Sirona,Germania,Otel inoxidabil german,77.05,3,231.15,2023-02-12,24,2025-02-01,Nou,3,3.9,Da,500,Verificat la receptie
STE-0034,Cassete Hu-Friedy IMS marime L,Sterilizare,Chirurgie,SciCan,Canada,Aluminiu anodizat,137.15,9,1234.35,2024-12-05,36,2027-11-20,Nou,5,3.6,Da,100,Lot special
ORT-0030,Arc NiTi dreptunghic 0.019x0.025 (10 buc),Ortodontie,Chirurgie,American Orthodontics,SUA,Aliaj titan-nichel,57.76,15,866.4,2024-06-21,36,2027-06-06,Nou,3,4.1,Da,50,Inlocuieste modelul anterior
PRO-0044,Polisher ceramica (set 5),Prostetica,Auxiliar,3M Oral Care,SUA,Carbon,100.92,11,1110.12,2024-09-20,24,2026-09-10,Reconditionat,3,3.9,Da,1000,
PED-0013,Cleste extractie 150S pediatric,Pedodontie,Profilaxie,Kerr Dental,SUA,Otel inoxidabil german,130.74,13,1699.62,2020-07-28,60,2025-07-02,Nou,3,4.3,Nu,Nelimitat,
IMP-0004,Trusa implant Nobel Biocare (set complet),Implantologie,Profilaxie,Straumann Group,Elvetia,Titan,3145.95,13,40897.35,2024-03-24,60,2029-02-26,Nou,1,4.6,Nu,1000,
PED-0030,Deschizator buze pediatric,Pedodontie,Profilaxie,Hu-Friedy Europe,Germania,Plastic autoclavabil,16.8,5,84.0,2025-05-09,24,2027-04-29,Reconditionat,1,3.9,Da,100,
ORT-0059,Elastice ortodontice 1/4 (100 buc),Ortodontie,Diagnostic,American Orthodontics,SUA,Silicon medical,10.34,10,103.4,2025-04-19,12,2026-04-14,Nou,4,4.2,Da,100,
PRO-0035,Lupе binoculare protetic 2.5x,Prostetica,Chirurgie,GC Europe,Belgia,Aluminiu anodizat,760.84,10,7608.4,2024-05-16,60,2029-04-20,Nou,2,3.8,Da,200,Necesita calibrare anuala
STE-0060,Container deseuri taioase 1L (10 buc),Sterilizare,Profilaxie,Densply Romania,Romania,Plastic autoclavabil,40.08,10,400.8,2021-06-21,24,2023-06-11,Nou,3,4.3,Nu,200,Livrare urgenta
END-0029,Spatula amestec MTA,Endodontie,Tratament,Acteon Group,Franta,Otel inoxidabil,46.09,13,599.17,2024-02-22,12,2025-02-16,Nou,3,4.2,Da,500,Verificat la receptie
IMP-0012,Implant titan 4.1x12mm,Implantologie,Auxiliar,Straumann Group,Elvetia,Titan,285.25,3,855.75,2023-08-21,36,2026-08-05,Nou,4,4.1,Da,500,
STE-0006,Autoclav clasa S SciCan Statim 5000,Sterilizare,Auxiliar,W&H Dentalwerk,Austria,Aluminiu anodizat,9794.87,10,97948.7,2021-12-04,60,2026-11-08,Nou,1,4.9,Nu,100,Lot special
PRO-0024,Articulator semiadaptabil Whip-Mix,Prostetica,Chirurgie,GC Europe,Belgia,Aliaj titan-nichel,476.27,9,4286.43,2025-12-20,24,2027-12-10,Nou,1,3.9,Da,1,
PAR-0048,Electrobisturiu periochirurgie,Parodontologie,Sterilizare,Mectron,Italia,Aliaj titan-nichel,2902.77,9,26124.93,2021-12-13,36,2024-11-27,Nou,3,4.4,Da,200,
CHI-0055,Foarfece chirurgical Dean,Chirurgie Orala,Tratament,KaVo Kerr,Germania,Otel inoxidabil german,81.6,17,1387.2,2020-09-30,6,2021-03-29,Nou,2,3.8,Da,200,
CHI-0028,Cleste extractie 151 inferior,Chirurgie Orala,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil german,234.38,17,3984.46,2025-12-27,24,2027-12-17,Nou,3,3.9,Nu,1,Recomandat de medic specialist
END-0040,Termoplastor Obtura III Max,Endodontie,Chirurgie,KaVo Kerr,Germania,Aliaj titan-nichel,1856.46,7,12995.22,2020-08-24,12,2021-08-19,Nou,1,4.9,Da,Nelimitat,
ORT-0061,Ligatura metalica (1000 buc),Ortodontie,Sterilizare,Dentsply Sirona,Germania,Otel inoxidabil,16.88,16,270.08,2020-03-08,60,2025-02-10,Nou,2,3.9,Da,50,
PRO-0020,Lingura amprenta inferioara M,Prostetica,Tratament,3M Oral Care,SUA,Aluminiu anodizat,17.6,8,140.8,2024-03-02,36,2027-02-15,Nou,3,3.8,Da,100,Verificat la receptie
PAR-0027,Varf ultrasonic paro TFI-10,Parodontologie,Profilaxie,Mectron,Italia,Aliaj titan-nichel,81.78,6,490.68,2025-11-02,6,2026-05-01,Nou,2,4.1,Da,100,Lot special
IMP-0024,Foret pilot 2.0mm,Implantologie,Sterilizare,Zimmer Biomet,SUA,Carbura de tungsten,48.35,4,193.4,2020-04-02,24,2022-03-23,Nou,2,4.9,Da,500,
PRO-0060,Cheie silicon inregistrare ocluzie,Prostetica,Auxiliar,Kerr Dental,SUA,Silicon medical,51.66,19,981.54,2020-01-16,60,2024-12-20,Nou,4,4.2,Da,500,Sterilizabil autoclav
STE-0023,Pungi sterilizare 150x300mm (200 buc),Sterilizare,Diagnostic,Acteon Group,Franta,Silicon medical,83.76,11,921.36,2021-11-13,60,2026-10-18,Nou,4,3.8,Da,100,Inlocuieste modelul anterior
CHI-0077,Pensa Kocher dreapta,Chirurgie Orala,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,52.98,17,900.66,2023-06-02,24,2025-05-22,Nou,2,3.5,Da,1000,Inlocuieste modelul anterior
PAR-0032,Sonda Nabers furcatie,Parodontologie,Diagnostic,Hu-Friedy Europe,Germania,Otel inoxidabil german,71.45,14,1000.3,2020-10-22,12,2021-10-17,Nou,3,3.6,Da,Nelimitat,
PRO-0021,Lingura amprenta partiala,Prostetica,Profilaxie,GC Europe,Belgia,Aluminiu anodizat,51.97,15,779.55,2025-09-03,6,2026-03-02,Nou,5,3.7,Da,Nelimitat,Necesita calibrare anuala
PED-0049,Set freze pediatrie (10 buc),Pedodontie,Tratament,GC Europe,Belgia,Carbon,172.43,12,2069.16,2025-10-01,36,2028-09-15,Nou,4,4.6,Da,100,Necesita calibrare anuala
END-0034,Spreader endodontic D11T,Endodontie,Sterilizare,Dentsply Sirona,Germania,Otel inoxidabil german,112.92,20,2258.4,2025-11-10,36,2028-10-25,Nou,2,3.7,Da,1,Recomandat de medic specialist
PED-0018,Coroana metalica prefabricata NiCr (set 5),Pedodontie,Tratament,Kerr Dental,SUA,Aliaj titan-nichel,69.49,20,1389.8,2024-04-06,12,2025-04-01,Nou,2,3.5,Da,200,
GEN-0022,Pensa hemostaza Halsted,General,Diagnostic,Densply Romania,Romania,Otel inoxidabil,104.64,16,1674.24,2021-09-26,12,2022-09-21,Nou,1,4.4,Da,1,Lot special
STE-0063,Container deseuri taioase 1L (10 buc),Sterilizare,Diagnostic,Densply Romania,Romania,Plastic autoclavabil,27.01,5,135.05,2023-05-15,12,2024-05-09,Nou,3,4.4,Da,500,Lot special
CHI-0088,Spatula Tucker,Chirurgie Orala,Profilaxie,Hu-Friedy Europe,Germania,Otel inoxidabil,84.04,17,1428.68,2020-07-20,12,2021-07-15,Nou,4,4.8,Da,200,Verificat la receptie
PAR-0035,Chiureta Langer 1/2,Parodontologie,Tratament,Mectron,Italia,Otel inoxidabil german,121.41,10,1214.1,2024-11-27,36,2027-11-12,Nou,1,4.2,Da,1000,Lot special
PRO-0047,Spatula composite Goldstein,Prostetica,Profilaxie,GC Europe,Belgia,Otel inoxidabil german,151.46,5,757.3,2025-01-03,24,2026-12-24,Nou,3,4.7,Da,Nelimitat,
STE-0053,Gel lubrifiant instrumente (500ml),Sterilizare,Diagnostic,Densply Romania,Romania,Silicon medical,58.13,16,930.08,2020-06-16,36,2023-06-01,Nou,5,4.2,Da,1,Livrare urgenta
PRO-0025,Articulator mediu Hanau Wide-Vue,Prostetica,Diagnostic,GC Europe,Belgia,Aliaj titan-nichel,775.52,18,13959.36,2023-07-28,24,2025-07-17,Nou,3,4.4,Da,500,
CHI-0056,Foarfece chirurgical Dean,Chirurgie Orala,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,80.37,19,1527.03,2024-05-10,36,2027-04-25,Nou,5,3.9,Da,1,Necesita calibrare anuala
END-0014,Ace rotative ProTaper Gold (set 6),Endodontie,Tratament,NSK Europe,Japonia,Aliaj titan-nichel,92.32,16,1477.12,2025-12-08,24,2027-11-28,Nou,2,5.0,Da,100,
GEN-0066,Dispozitiv detartraj ultrasonic EMS,General,Sterilizare,Densply Romania,Romania,Aliaj titan-nichel,1296.37,4,5185.48,2022-05-01,12,2023-04-26,Nou,1,3.7,Da,50,
RAD-0041,Guler tiroidian protectie,Radiologie,Profilaxie,Henry Schein Dental,SUA,Silicon medical,148.25,10,1482.5,2024-09-04,12,2025-08-30,Nou,2,3.5,Da,500,Verificat la receptie
PAR-0003,Chiureta Gracey 1/2 SG,Parodontologie,Diagnostic,Hu-Friedy Europe,Germania,Otel inoxidabil german,146.88,2,293.76,2023-04-05,24,2025-03-25,Nou,3,4.1,Da,1,
STE-0055,Solutie dezinfectant Optim 33 (1L),Sterilizare,Diagnostic,SciCan,Canada,Silicon medical,46.04,19,874.76,2022-01-09,36,2024-12-24,Reconditionat,2,4.7,Da,1,Inlocuieste modelul anterior
GEN-0020,Deschizator de gura Molt,General,Tratament,Hu-Friedy Europe,Germania,Otel inoxidabil german,71.02,18,1278.36,2021-02-05,6,2021-08-04,Nou,5,4.8,Da,200,
RAD-0015,Sortier radiologie panoramica,Radiologie,Auxiliar,Dentsply Sirona,Germania,Aluminiu anodizat,1323.45,17,22498.65,2025-06-26,12,2026-06-21,Nou,4,3.9,Da,50,Sterilizabil autoclav
GEN-0063,Tava instrument inox,General,Tratament,Henry Schein Dental,SUA,Otel inoxidabil,73.7,16,1179.2,2021-02-24,6,2021-08-23,Nou,4,4.2,Da,100,Necesita calibrare anuala
IMP-0037,Elevator periost Goldman-Fox,Implantologie,Profilaxie,NSK Europe,Japonia,Otel inoxidabil german,176.06,9,1584.54,2021-06-03,12,2022-05-29,Nou,3,4.7,Nu,50,Inlocuieste modelul anterior
STE-0045,Distilator apa Aqua 4 Melag,Sterilizare,Profilaxie,Densply Romania,Romania,Aluminiu anodizat,1811.32,14,25358.48,2022-04-26,60,2027-03-31,Nou,3,4.6,Da,200,
PRO-0066,Brunissoir sferic nr.2,Prostetica,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,100.11,2,200.22,2021-08-02,36,2024-07-17,Nou,4,4.9,Da,1000,Recomandat de medic specialist
PRO-0038,Freza ceramica (set 10),Prostetica,Profilaxie,3M Oral Care,SUA,Carbon,132.7,18,2388.6,2022-05-15,12,2023-05-10,Nou,2,4.3,Da,100,Necesita calibrare anuala
CHI-0038,Cleste extractie molar inferior 23,Chirurgie Orala,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,204.05,3,612.15,2024-12-14,24,2026-12-04,Nou,3,3.7,Da,100,
PRO-0040,Freza ceramica (set 10),Prostetica,Profilaxie,3M Oral Care,SUA,Carbon,192.52,20,3850.4,2024-10-09,60,2029-09-13,Nou,5,4.1,Da,50,Livrare urgenta
GEN-0038,Scaler sickle H6/H7,General,Profilaxie,GC Europe,Belgia,Otel inoxidabil german,104.35,7,730.45,2024-09-18,36,2027-09-03,Nou,2,4.4,Da,100,Verificat la receptie
END-0037,Termoplastor Obtura III Max,Endodontie,Tratament,Dentsply Sirona,Germania,Aliaj titan-nichel,1238.55,10,12385.5,2023-06-27,24,2025-06-16,Nou,1,5.0,Da,1000,
RAD-0042,Guler tiroidian protectie,Radiologie,Chirurgie,Henry Schein Dental,SUA,Silicon medical,114.79,16,1836.64,2024-11-21,24,2026-11-11,Nou,4,5.0,Da,Nelimitat,
STE-0021,Pungi sterilizare 90x230mm (200 buc),Sterilizare,Sterilizare,Acteon Group,Franta,Silicon medical,41.3,6,247.8,2020-03-21,60,2025-02-23,Nou,4,4.5,Nu,100,Sterilizabil autoclav
PRO-0048,Spatula composite Goldstein,Prostetica,Profilaxie,Dentsply Sirona,Germania,Otel inoxidabil german,97.57,3,292.71,2021-08-17,60,2026-07-22,Reconditionat,2,4.8,Da,1000,Sterilizabil autoclav
CHI-0054,Pensa Adson cu dinti,Chirurgie Orala,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil german,91.08,18,1639.44,2024-05-06,12,2025-05-01,Nou,4,4.6,Da,100,
CHI-0071,Trusa extractie completa (20 piese),Chirurgie Orala,Chirurgie,GC Europe,Belgia,Otel inoxidabil german,2816.5,12,33798.0,2022-02-19,24,2024-02-09,Nou,1,4.7,Nu,500,
ORT-0032,Arc NiTi dreptunghic 0.019x0.025 (10 buc),Ortodontie,Tratament,Ormco,SUA,Aliaj titan-nichel,57.59,14,806.26,2020-07-29,24,2022-07-19,Nou,3,3.7,Da,1000,Lot special
GEN-0009,Excavator dublu 17/18,General,Auxiliar,Henry Schein Dental,SUA,Otel inoxidabil,94.84,5,474.2,2025-09-18,36,2028-09-02,Nou,1,4.8,Da,Nelimitat,
PAR-0021,Scaler ultrasonic Cavitron,Parodontologie,Chirurgie,Hu-Friedy Europe,Germania,Aliaj titan-nichel,2270.76,5,11353.8,2020-08-05,6,2021-02-01,Nou,2,5.0,Da,Nelimitat,Inlocuieste modelul anterior
GEN-0053,Sonda exploratoare nr.23,General,Tratament,Densply Romania,Romania,Otel inoxidabil,41.8,10,418.0,2024-03-17,36,2027-03-02,Reconditionat,2,3.6,Da,1000,Inlocuieste modelul anterior
CHI-0030,Cleste extractie molar superior 53R,Chirurgie Orala,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,175.88,12,2110.56,2022-03-25,60,2027-02-27,Nou,5,3.8,Da,1000,Verificat la receptie
STE-0012,Baie ultrasunet Biosonic UC300,Sterilizare,Sterilizare,Densply Romania,Romania,Aluminiu anodizat,936.24,19,17788.56,2023-01-23,36,2026-01-07,Nou,5,4.9,Da,50,Livrare urgenta
END-0041,Cavit W temporar (kit),Endodontie,Sterilizare,Acteon Group,Franta,Silicon medical,86.3,4,345.2,2020-05-05,12,2021-04-30,Nou,5,4.2,Da,100,Livrare urgenta
IMP-0006,Trusa implant Straumann (set complet),Implantologie,Tratament,Nobel Biocare,Elvetia,Titan,6915.07,11,76065.77,2020-03-05,12,2021-02-28,Nou,4,4.9,Da,500,Verificat la receptie
IMP-0048,Cover screw implant,Implantologie,Auxiliar,Straumann Group,Elvetia,Titan,58.92,10,589.2,2022-04-21,60,2027-03-26,Nou,2,4.6,Da,Nelimitat,Verificat la receptie
STE-0028,Cassete Hu-Friedy IMS marime M,Sterilizare,Chirurgie,Densply Romania,Romania,Aluminiu anodizat,115.68,5,578.4,2023-05-14,36,2026-04-28,Nou,1,4.5,Da,1000,Sterilizabil autoclav
PRO-0001,Spatula amestec silicon (set 3),Prostetica,Auxiliar,Dentsply Sirona,Germania,Otel inoxidabil,84.85,5,424.25,2025-03-13,36,2028-02-26,Nou,5,3.7,Da,200,Recomandat de medic specialist
GEN-0021,Pensa hemostaza Halsted,General,Chirurgie,Kerr Dental,SUA,Otel inoxidabil,71.03,13,923.39,2020-08-28,12,2021-08-23,Nou,4,3.9,Nu,1000,Livrare urgenta
PRO-0023,Articulator semiadaptabil Whip-Mix,Prostetica,Auxiliar,Dentsply Sirona,Germania,Aliaj titan-nichel,546.64,2,1093.28,2021-02-26,60,2026-01-31,Nou,3,3.5,Da,100,Verificat la receptie
PRO-0037,Lupе binoculare protetic 2.5x,Prostetica,Profilaxie,Dentsply Sirona,Germania,Aluminiu anodizat,480.52,18,8649.36,2024-01-11,6,2024-07-09,Nou,1,3.9,Da,1000,Recomandat de medic specialist
CHI-0084,Malet chirurgical inox,Chirurgie Orala,Tratament,KaVo Kerr,Germania,Otel inoxidabil,72.55,16,1160.8,2021-07-03,60,2026-06-07,Nou,4,4.6,Nu,200,Necesita calibrare anuala
PED-0009,Matrice sectoriala pediatrica (set),Pedodontie,Tratament,Henry Schein Dental,SUA,Otel inoxidabil,80.64,17,1370.88,2021-03-10,24,2023-02-28,Nou,1,3.9,Da,1,
PED-0023,Portamalgam pediatric,Pedodontie,Chirurgie,GC Europe,Belgia,Otel inoxidabil german,150.98,3,452.94,2023-11-19,36,2026-11-03,Nou,4,3.8,Da,50,Lot special
ORT-0046,Banda molar cu tub (set 4),Ortodontie,Auxiliar,3M Oral Care,SUA,Otel inoxidabil,107.38,3,322.14,2021-01-04,60,2025-12-09,Nou,4,4.2,Da,200,Lot special
GEN-0023,Pensa hemostaza Halsted,General,Diagnostic,Hu-Friedy Europe,Germania,Otel inoxidabil,98.81,17,1679.77,2025-12-15,12,2026-12-10,Nou,5,3.6,Da,1000,
CHI-0061,Needle holder Hegar 15cm,Chirurgie Orala,Sterilizare,KaVo Kerr,Germania,Otel inoxidabil german,153.76,11,1691.36,2024-03-02,36,2027-02-15,Nou,4,4.7,Da,500,Necesita calibrare anuala
PRO-0026,Articulator mediu Hanau Wide-Vue,Prostetica,Diagnostic,Kerr Dental,SUA,Aliaj titan-nichel,774.35,2,1548.7,2021-06-16,6,2021-12-13,Nou,1,3.7,Nu,200,
PED-0004,Sonda pediatrica angulata,Pedodontie,Chirurgie,Henry Schein Dental,SUA,Otel inoxidabil,58.38,6,350.28,2023-08-14,12,2024-08-08,Nou,5,4.8,Da,1000,
PRO-0015,Lingura amprenta superioara L,Prostetica,Diagnostic,GC Europe,Belgia,Aluminiu anodizat,35.7,9,321.3,2020-10-04,24,2022-09-24,Nou,5,4.0,Da,100,
END-0048,Lupе binoculare 3.5x,Endodontie,Auxiliar,NSK Europe,Japonia,Aluminiu anodizat,1267.57,8,10140.56,2025-12-29,36,2028-12-13,Nou,3,4.3,Da,100,
ORT-0015,Cleste debonding ceramic,Ortodontie,Chirurgie,Ormco,SUA,Otel inoxidabil german,254.54,2,509.08,2023-06-19,36,2026-06-03,Nou,3,4.6,Da,1000,
PED-0048,Oglinda pediatrica cu iluminare LED,Pedodontie,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil,101.02,16,1616.32,2022-09-20,60,2027-08-25,Nou,4,4.9,Da,200,Lot special
RAD-0026,Dispozitiv pozitionare senzor XCP,Radiologie,Sterilizare,KaVo Kerr,Germania,Plastic autoclavabil,143.54,15,2153.1,2020-03-28,24,2022-03-18,Nou,1,4.8,Da,200,
CHI-0075,Pensa Kocher dreapta,Chirurgie Orala,Chirurgie,KaVo Kerr,Germania,Otel inoxidabil german,53.98,1,53.98,2020-09-29,36,2023-09-14,Nou,3,4.8,Nu,50,
IMP-0047,Cover screw implant,Implantologie,Auxiliar,NSK Europe,Japonia,Titan,37.58,5,187.9,2022-10-11,24,2024-09-30,Nou,2,4.3,Da,Nelimitat,Recomandat de medic specialist
PED-0001,Oglinda pediatrica nr.2,Pedodontie,Tratament,Henry Schein Dental,SUA,Otel inoxidabil,55.57,1,55.57,2024-01-18,60,2028-12-22,Nou,4,4.7,Da,1,Lot special
PRO-0033,Lupе binoculare protetic 2.5x,Prostetica,Sterilizare,Kerr Dental,SUA,Aluminiu anodizat,824.15,15,12362.25,2021-12-22,24,2023-12-12,Reconditionat,1,4.4,Nu,100,Inlocuieste modelul anterior
IMP-0014,Implant titan 4.8x10mm,Implantologie,Diagnostic,Straumann Group,Elvetia,Titan,293.89,8,2351.12,2025-07-23,60,2030-06-27,Nou,4,3.7,Nu,100,Verificat la receptie
GEN-0028,Chiureta Gracey 11/12,General,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,128.11,5,640.55,2023-01-20,24,2025-01-09,Nou,3,3.8,Nu,100,Inlocuieste modelul anterior
